Disease	DiseaseId
Stomach lesion excision	7223
Stomach mass	7224
Stomal hernia	7225
Stomatitis	7226
Stomatitis radiation	7227
Strabismus	7228
Strabismus congenital	7229
Strangulated incisional hernia	7230
Streptococcal bacteraemia	7231
Streptococcal infection	7232
Streptococcal sepsis	7233
Streptococcus test positive	7234
Stress	7235
Stress at work	7236
Stress cardiomyopathy	7237
Stress fracture	7238
Stress ulcer	7239
Stress urinary incontinence	7240
Stricturoplasty	7241
Strongyloidiasis	7242
Stupor	7243
Sturge-Weber syndrome	7244
Subacute combined cord degeneration	7245
Subacute endocarditis	7246
Subacute myelo-opticoneuropathy	7247
Subacute sclerosing panencephalitis	7248
Subarachnoid haemorrhage	7249
Subchorionic haemorrhage	7250
Subclavian artery aneurysm	7251
Subclavian artery embolism	7252
Subclavian artery occlusion	7253
Subclavian artery stenosis	7254
Subclavian artery thrombosis	7255
Subclavian steal syndrome	7256
Subclavian vein stenosis	7257
Subclavian vein thrombosis	7258
Subcorneal pustular dermatosis	7259
Subcutaneous abscess	7260
Subcutaneous emphysema	7261
Subcutaneous haematoma	7262
Subdiaphragmatic abscess	7263
Subdural abscess	7264
Subdural haematoma	7265
Subdural haematoma evacuation	7266
Subdural haemorrhage	7267
Subdural hygroma	7268
Subglottic laryngitis	7269
Subileus	7270
Submaxillary gland enlargement	7271
Subretinal fibrosis	7272
Subretinal fluid	7273
Subretinal haematoma	7274
Substance abuse	7275
Substance abuser	7276
Substance-induced mood disorder	7277
Substance-induced psychotic disorder	7278
Subvalvular aortic stenosis	7279
Sudden hearing loss	7280
Sudden onset of sleep	7281
Sudden visual loss	7282
Suicidal ideation	7283
Suicide attempt	7284
Sunburn	7285
Superficial siderosis of central nervous system	7286
Superficial spreading melanoma stage unspecified	7287
Superinfection	7288
Superior limbic keratoconjunctivitis	7289
Superior mesenteric artery syndrome	7290
Superior sagittal sinus thrombosis	7291
Superior vena cava occlusion	7292
Superior vena cava stenosis	7293
Superior vena cava syndrome	7294
Supernumerary teeth	7295
Supportive care	7296
Suppressed lactation	7297
Supranuclear palsy	7298
Supraventricular extrasystoles	7299
Supraventricular tachycardia	7300
Surfactant protein increased	7301
Surgery	7302
Surgical vascular shunt	7303
Susac's syndrome	7304
Suture insertion	7305
Suture related complication	7306
Suture rupture	7307
Sweat gland disorder	7308
Sweat gland tumour	7309
Swelling	7310
Swelling face	7311
Swelling of eyelid	7312
Swollen tongue	7313
Symblepharon	7314
Sympathetic ophthalmia	7315
Sympathetic posterior cervical syndrome	7316
Sympatholysis	7317
Symptom recurrence	7318
Syncope	7319
Syndactyly	7320
Synovectomy	7321
Synovial cyst	7322
Synovial sarcoma	7323
Synovial sarcoma metastatic	7324
Synovitis	7325
Syphilis	7326
Syringomyelia	7327
Systemic candida	7328
Systemic infection	7329
Systemic inflammatory response syndrome	7330
Systemic lupus erythematosus	7331
Systemic lupus erythematosus rash	7332
Systemic mastocytosis	7333
Systemic mycosis	7334
Systemic scleroderma	7335
Systemic-pulmonary artery shunt	7336
Systolic anterior motion of mitral valve	7337
Systolic hypertension	7338
T-cell chronic lymphocytic leukaemia	7339
T-cell lymphoma	7340
T-cell lymphoma recurrent	7341
T-cell prolymphocytic leukaemia	7342
T-cell type acute leukaemia	7343
Tachyarrhythmia	7344
Tachycardia	7345
Tachycardia foetal	7346
Tachycardia induced cardiomyopathy	7347
Tachycardia paroxysmal	7348
Tachypnoea	7349
Takayasu's arteritis	7350
Talipes	7351
Tardive dyskinesia	7352
Tarsal tunnel syndrome	7353
Taste disorder	7354
Tattoo	7355
Teething	7356
Telangiectasia	7357
Temperature regulation disorder	7358
Temporal lobe epilepsy	7359
Temporomandibular joint surgery	7360
Temporomandibular joint syndrome	7361
Tenderness	7362
Tendon injury	7363
Tendon necrosis	7364
Tendon pain	7365
Tendon rupture	7366
Tendon sheath incision	7367
Tendonitis	7368
Tenoplasty	7369
Tenosynovitis	7370
Tenosynovitis stenosans	7371
Tenotomy	7372
Tension	7373
Tension headache	7374
Teratogenicity	7375
Teratoma	7376
Terminal ileitis	7377
Terminal insomnia	7378
Terminal state	7379
Testicular atrophy	7380
Testicular cancer metastatic	7381
Testicular choriocarcinoma	7382
Testicular choriocarcinoma stage III	7383
Testicular embryonal carcinoma	7384
Testicular failure	7385
Testicular germ cell cancer	7386
Testicular germ cell tumour	7387
Testicular germ cell tumour mixed	7388
Testicular germ cell tumour mixed stage II	7389
Testicular germ cell tumour mixed stage III	7390
Testicular mass	7391
Testicular neoplasm	7392
Testicular operation	7393
Testicular pain	7394
Testicular retraction	7395
Testicular seminoma (pure)	7396
Testicular seminoma (pure) stage II	7397
Testicular swelling	7398
Testicular torsion	7399
Testicular yolk sac tumour	7400
Testis cancer	7401
Testis cancer recurrent	7402
Tetanus	7403
Tetany	7404
Tethered cord syndrome	7405
Thalamic infarction	7406
Thalamus haemorrhage	7407
Thalassaemia	7408
Thalassaemia alpha	7409
Thalassaemia beta	7410
Therapeutic embolisation	7411
Therapeutic hypothermia	7412
Therapeutic procedure	7413
Therapeutic product effect decreased	7414
Therapeutic product effect incomplete	7415
Therapeutic response shortened	7416
Therapy naive	7417
Thermal burn	7418
Thermohyperaesthesia	7419
Thinking abnormal	7420
Thirst	7421
Thoracic cavity drainage	7422
Thoracic haemorrhage	7423
Thoracic operation	7424
Thoracic outlet syndrome	7425
Thoracic vertebral fracture	7426
Thoracoplasty	7427
Thoracotomy	7428
Thought blocking	7429
Thought insertion	7430
Threatened labour	7431
Throat cancer	7432
Throat irritation	7433
Thrombectomy	7434
Thromboangiitis obliterans	7435
Thrombocytopenia	7436
Thrombocytopenic purpura	7437
Thrombocytosis	7438
Thromboembolectomy	7439
Thrombolysis	7440
Thrombophlebitis	7441
Thrombophlebitis migrans	7442
Thrombophlebitis septic	7443
Thrombophlebitis superficial	7444
Thrombosed varicose vein	7445
Thrombosis	7446
Thrombosis in device	7447
Thrombosis mesenteric vessel	7448
Thrombosis prophylaxis	7449
Thrombotic cerebral infarction	7450
Thrombotic microangiopathy	7451
Thrombotic stroke	7452
Thrombotic thrombocytopenic purpura	7453
Thunderclap headache	7454
Thymectomy	7455
Thymic cancer metastatic	7456
Thymoma	7457
Thymoma malignant	7458
Thymoma malignant recurrent	7459
Thyreostatic therapy	7460
Thyroglobulin increased	7461
Thyroid adenoma	7462
Thyroid cancer	7463
Thyroid cancer metastatic	7464
Thyroid cancer recurrent	7465
Thyroid cyst	7466
Thyroid disorder	7467
Thyroid dysfunction in pregnancy	7468
Thyroid function test abnormal	7469
Thyroid function test normal	7470
Thyroid gland abscess	7471
Thyroid hormone replacement therapy	7472
Thyroid hormones decreased	7473
Thyroid mass	7474
Thyroid neoplasm	7475
Thyroid operation	7476
Thyroid stimulating hormone deficiency	7477
Thyroid stimulating hormone-producing pituitary tumour	7478
Thyroidectomy	7479
Thyroiditis	7480
Thyroiditis chronic	7481
Thyroiditis subacute	7482
Thyrotoxic crisis	7483
Thyroxine free decreased	7484
Thyroxine free increased	7485
Tibia fracture	7486
Tic	7487
Tilted disc syndrome	7488
Tinea blanca	7489
Tinea capitis	7490
Tinea cruris	7491
Tinea faciei	7492
Tinea infection	7493
Tinea manuum	7494
Tinea pedis	7495
Tinea versicolour	7496
Tinnitus	7497
Tissue infiltration	7498
Tissue injury	7499
Tobacco abuse	7500
Tobacco poisoning	7501
Tobacco user	7502
Tocolysis	7503
Toe amputation	7504
Toe operation	7505
Tolosa-Hunt syndrome	7506
Tongue abscess	7507
Tongue biting	7508
Tongue cancer metastatic	7509
Tongue cancer recurrent	7510
Tongue carcinoma stage II	7511
Tongue carcinoma stage III	7512
Tongue carcinoma stage IV	7513
Tongue cyst	7514
Tongue discolouration	7515
Tongue disorder	7516
Tongue erythema	7517
Tongue injury	7518
Tongue necrosis	7519
Tongue neoplasm	7520
Tongue neoplasm malignant stage unspecified	7521
Tongue operation	7522
Tongue pigmentation	7523
Tongue ulceration	7524
Tonic convulsion	7525
Tonsil cancer	7526
Tonsillar hypertrophy	7527
Tonsillar inflammation	7528
Tonsillectomy	7529
Tonsillitis	7530
Tonsillitis bacterial	7531
Tonsillitis streptococcal	7532
Tooth abscess	7533
Tooth avulsion	7534
Tooth deposit	7535
Tooth development disorder	7536
Tooth disorder	7537
Tooth extraction	7538
Tooth fracture	7539
Tooth impacted	7540
Tooth infection	7541
Tooth injury	7542
Tooth loss	7543
Tooth malformation	7544
Tooth repair	7545
Tooth resorption	7546
Toothache	7547
Torsade de pointes	7548
Torticollis	7549
Tourette's disorder	7550
Toxic encephalopathy	7551
Toxic epidermal necrolysis	7552
Toxic nodular goitre	7553
Toxic shock syndrome	7554
Toxic shock syndrome streptococcal	7555
Toxic skin eruption	7556
Toxicity to various agents	7557
Toxocariasis	7558
Toxoplasma serology positive	7559
Toxoplasmosis	7560
Trabeculectomy	7561
Tracheal aspiration procedure	7562
Tracheal cancer	7563
Tracheal deviation	7564
Tracheal disorder	7565
Tracheal inflammation	7566
Tracheal injury	7567
Tracheal obstruction	7568
Tracheal oedema	7569
Tracheal operation	7570
Tracheal plastic repair	7571
Tracheal stenosis	7572
Tracheitis	7573
Tracheo-oesophageal fistula	7574
Tracheobronchial stent insertion	7575
Tracheobronchitis mycoplasmal	7576
Tracheomalacia	7577
Tracheostomy	7578
Tracheostomy infection	7579
Traction	7580
Tractional retinal detachment	7581
Trance	7582
Trans-sexualism	7583
Transaminases abnormal	7584
Transaminases increased	7585
Transcatheter aortic valve implantation	7586
Transcatheter arterial chemoembolisation	7587
Transformation to acute myeloid leukaemia	7588
Transfusion	7589
Transfusion-associated dyspnoea	7590
Transient ischaemic attack	7591
Transient psychosis	7592
Transient tachypnoea of the newborn	7593
Transitional cell cancer of renal pelvis and ureter metastatic	7594
Transitional cell cancer of the renal pelvis and ureter	7595
Transitional cell cancer of the renal pelvis and ureter recurrent	7596
Transitional cell carcinoma	7597
Transitional cell carcinoma recurrent	7598
Transitional cell carcinoma urethra	7599
Transmission of an infectious agent via product	7600
Transplant	7601
Transplant rejection	7602
Transposition of the great vessels	7603
Transurethral bladder resection	7604
Transurethral prostatectomy	7605
Transverse sinus thrombosis	7606
Traumatic fracture	7607
Traumatic haematoma	7608
Traumatic haemorrhage	7609
Traumatic haemothorax	7610
Traumatic intracranial haemorrhage	7611
Traumatic liver injury	7612
Traumatic lung injury	7613
Traumatic pancreatitis	7614
Traumatic renal injury	7615
Traumatic shock	7616
Treatment failure	7617
Treatment noncompliance	7618
Tremor	7619
Treponema test positive	7620
Tri-iodothyronine decreased	7621
Tri-iodothyronine free decreased	7622
Tri-iodothyronine free increased	7623
Trichiasis	7624
Trichophytic granuloma	7625
Trichophytosis	7626
Trichosporon infection	7627
Tricuspid valve disease	7628
Tricuspid valve incompetence	7629
Tricuspid valve repair	7630
Tricuspid valve replacement	7631
Tricuspid valve stenosis	7632
Trifascicular block	7633
Trigeminal nerve disorder	7634
Trigeminal neuralgia	7635
Trigeminal palsy	7636
Trigger finger	7637
Triple negative breast cancer	7638
Trismus	7639
Trisomy 12	7640
Trisomy 13	7641
Trisomy 14	7642
Trisomy 15	7643
Trisomy 18	7644
Trisomy 21	7645
Trisomy 8	7646
Tropical spastic paresis	7647
Troponin I increased	7648
Troponin T increased	7649
Truancy	7650
Truncus arteriosus persistent	7651
Truncus coeliacus thrombosis	7652
Tuberculid	7653
Tuberculin test negative	7654
Tuberculin test positive	7655
Tuberculosis	7656
Tuberculosis bladder	7657
Tuberculosis gastrointestinal	7658
Tuberculosis of central nervous system	7659
Tuberculosis of genitourinary system	7660
Tuberculosis ureter	7661
Tuberculous endometritis	7662
Tuberculous pleurisy	7663
Tuberous sclerosis complex	7664
Tuberous sclerosis complex associated neuropsychiatric disease	7665
Tubo-ovarian abscess	7666
Tubular breast carcinoma	7667
Tubulointerstitial nephritis	7668
Tubulointerstitial nephritis and uveitis syndrome	7669
Tumour associated fever	7670
Tumour compression	7671
Tumour embolism	7672
Tumour excision	7673
Tumour exudation	7674
Tumour fistulisation	7675
Tumour haemorrhage	7676
Tumour invasion	7677
Tumour lysis syndrome	7678
Tumour marker abnormal	7679
Tumour marker decreased	7680
Tumour marker increased	7681
Tumour necrosis	7682
Tumour necrosis factor receptor-associated periodic syndrome	7683
Tumour obstruction	7684
Tumour of ampulla of Vater	7685
Tumour pain	7686
Tumour perforation	7687
Tumour rupture	7688
Tumour thrombosis	7689
Tumour ulceration	7690
Tumour vaccine therapy	7691
Turner's syndrome	7692
Twin pregnancy	7693
Tympanic membrane disorder	7694
Tympanic membrane perforation	7695
Tympanoplasty	7696
Tympanosclerosis	7697
Type 1 diabetes mellitus	7698
Type 2 diabetes mellitus	7699
Type 2 lepra reaction	7700
Type II hyperlipidaemia	7701
Type III hyperlipidaemia	7702
Type III immune complex mediated reaction	7703
Type IIa hyperlipidaemia	7704
Type IIb hyperlipidaemia	7705
Type V hyperlipidaemia	7706
UGT1A1 gene mutation	7707
UGT1A1 gene polymorphism	7708
UV light therapy	7709
Ulcer	7710
Ulcer haemorrhage	7711
Ulcerative keratitis	7712
Ulna fracture	7713
Ulnar nerve palsy	7714
Ulnocarpal abutment syndrome	7715
Ultrasonic angiogram	7716
Ultrasound Doppler	7717
Ultrasound liver abnormal	7718
Ultrasound therapy	7719
Umbilical cord abnormality	7720
Umbilical cord around neck	7721
Umbilical cord compression	7722
Umbilical hernia	7723
Umbilical hernia, obstructive	7724
Underweight	7725
Undifferentiated connective tissue disease	7726
Undifferentiated sarcoma	7727
Unemployment	7728
Unevaluable event	7729
Unhealthy diet	7730
Univentricular heart	7731
Unknown	7732
Unrelated donor bone marrow transplantation therapy	7733
Upper airway obstruction	7734
Upper gastrointestinal haemorrhage	7735
Upper limb fracture	7736
Upper motor neurone lesion	7737
Upper respiratory tract infection	7738
Upper respiratory tract inflammation	7739
Upper-airway cough syndrome	7740
Urachal abnormality	7741
Urachal abscess	7742
Uraemic encephalopathy	7743
Urate nephropathy	7744
Ureter abscess	7745
Ureteral catheterisation	7746
Ureteral disorder	7747
Ureteral neoplasm	7748
Ureteral stent insertion	7749
Ureteric anastomosis complication	7750
Ureteric calculus removal	7751
Ureteric cancer	7752
Ureteric cancer metastatic	7753
Ureteric cancer recurrent	7754
Ureteric compression	7755
Ureteric dilatation	7756
Ureteric fistula	7757
Ureteric obstruction	7758
Ureteric rupture	7759
Ureteric stenosis	7760
Ureteritis	7761
Ureterolithiasis	7762
Urethral cancer	7763
Urethral cancer metastatic	7764
Urethral caruncle	7765
Urethral disorder	7766
Urethral fistula	7767
Urethral haemorrhage	7768
Urethral injury	7769
Urethral neoplasm	7770
Urethral pain	7771
Urethral stenosis	7772
Urethral stent insertion	7773
Urethral stricture traumatic	7774
Urethral valves	7775
Urethritis	7776
Urethritis gonococcal	7777
Urge incontinence	7778
Urinary bladder haemorrhage	7779
Urinary bladder polyp	7780
Urinary bladder rupture	7781
Urinary casts present	7782
Urinary cystectomy	7783
Urinary incontinence	7784
Urinary occult blood positive	7785
Urinary retention	7786
Urinary straining	7787
Urinary tract candidiasis	7788
Urinary tract carcinoma in situ	7789
Urinary tract disorder	7790
Urinary tract infection	7791
Urinary tract infection bacterial	7792
Urinary tract infection fungal	7793
Urinary tract infection pseudomonal	7794
Urinary tract inflammation	7795
Urinary tract malformation	7796
Urinary tract obstruction	7797
Urine abnormality	7798
Urine analysis abnormal	7799
Urine flow decreased	7800
Urine osmolarity decreased	7801
Urine osmolarity increased	7802
Urine output decreased	7803
Urine output increased	7804
Urine sodium abnormal	7805
Urine uric acid decreased	7806
Urogenital fistula	7807
Urogenital infection bacterial	7808
Urological examination	7809
Urological examination abnormal	7810
Urosepsis	7811
Urostomy	7812
Urticaria	7813
Urticaria cholinergic	7814
Urticaria chronic	7815
Urticaria thermal	7816
Urticarial vasculitis	7817
Use of accessory respiratory muscles	7818
Usher's syndrome	7819
Uterine abscess	7820
Uterine atony	7821
Uterine cancer	7822
Uterine cervix dilation procedure	7823
Uterine cervix stenosis	7824
Uterine contractions abnormal	7825
Uterine contractions during pregnancy	7826
Uterine cyst	7827
Uterine cystectomy	7828
Uterine dilation and curettage	7829
Uterine dilation and evacuation	7830
Uterine disorder	7831
Uterine enlargement	7832
Uterine haematoma	7833
Uterine haemorrhage	7834
Uterine hypertonus	7835
Uterine hypotonus	7836
Uterine inversion	7837
Uterine leiomyoma	7838
Uterine leiomyosarcoma	7839
Uterine malposition	7840
Uterine mass	7841
Uterine neoplasm	7842
Uterine operation	7843
Uterine polyp	7844
Uterine polypectomy	7845
Uterine prolapse	7846
Uterine rupture	7847
Uveitic glaucoma	7848
Uveitis	7849
VACTERL syndrome	7850
VIth nerve disorder	7851
VIth nerve paralysis	7852
Vaccination site ulcer	7853
Vagal nerve stimulator implantation	7854
Vaginal abscess	7855
Vaginal adenocarcinoma	7856
Vaginal cancer	7857
