AdverseEventPreferredTerm	AdverseEventPreferredTermId
Therapeutic response prolonged	7677
Therapeutic response shortened	7678
Therapeutic response unexpected	7679
Therapy cessation	7680
Therapy non-responder	7681
Therapy partial responder	7682
Thermal burn	7683
Thermal burns of eye	7684
Thermoanaesthesia	7685
Thermohypoaesthesia	7686
Thinking abnormal	7687
Thirst	7688
Thoracic cavity drainage	7689
Thoracic haemorrhage	7690
Thoracic operation	7691
Thoracic outlet syndrome	7692
Thoracic vertebral fracture	7693
Thought blocking	7694
Thought broadcasting	7695
Threatened labour	7696
Threatened uterine rupture	7697
Throat cancer	7698
Throat irritation	7699
Throat lesion	7700
Throat tightness	7701
Thrombin-antithrombin III complex increased	7702
Thromboangiitis obliterans	7703
Thrombocytopenia	7704
Thrombocytopenia neonatal	7705
Thrombocytopenic purpura	7706
Thrombocytosis	7707
Thrombophlebitis	7708
Thrombophlebitis migrans	7709
Thrombophlebitis septic	7710
Thrombophlebitis superficial	7711
Thrombosed varicose vein	7712
Thrombosis	7713
Thrombosis in device	7714
Thrombosis mesenteric vessel	7715
Thrombotic cerebral infarction	7716
Thrombotic microangiopathy	7717
Thrombotic stroke	7718
Thrombotic thrombocytopenic purpura	7719
Thymectomy	7720
Thymic cancer metastatic	7721
Thymic cyst	7722
Thymoma	7723
Thymoma malignant	7724
Thymoma malignant recurrent	7725
Thymus enlargement	7726
Thyroglossal cyst	7727
Thyroid B-cell lymphoma	7728
Thyroid adenoma	7729
Thyroid cancer	7730
Thyroid cancer metastatic	7731
Thyroid cancer recurrent	7732
Thyroid disorder	7733
Thyroid function test abnormal	7734
Thyroid haemorrhage	7735
Thyroid hormones decreased	7736
Thyroid hormones increased	7737
Thyroid mass	7738
Thyroid neoplasm	7739
Thyroid operation	7740
Thyroid stimulating hormone-producing pituitary tumour	7741
Thyroidectomy	7742
Thyroiditis	7743
Thyroiditis acute	7744
Thyroiditis chronic	7745
Thyroiditis subacute	7746
Thyrotoxic crisis	7747
Thyrotoxic myopathy	7748
Thyrotoxic periodic paralysis	7749
Thyroxine decreased	7750
Thyroxine free decreased	7751
Thyroxine free increased	7752
Tibia fracture	7753
Tic	7754
Tilted disc syndrome	7755
Tinea blanca	7756
Tinea capitis	7757
Tinea infection	7758
Tinea manuum	7759
Tinea pedis	7760
Tinnitus	7761
Tobacco interaction	7762
Tobacco user	7763
Tobacco withdrawal symptoms	7764
Toe amputation	7765
Toe walking	7766
Tolosa-Hunt syndrome	7767
Tongue abscess	7768
Tongue biting	7769
Tongue cancer recurrent	7770
Tongue carcinoma stage I	7771
Tongue coated	7772
Tongue discolouration	7773
Tongue disorder	7774
Tongue dry	7775
Tongue dysplasia	7776
Tongue erythema	7777
Tongue haematoma	7778
Tongue haemorrhage	7779
Tongue injury	7780
Tongue movement disturbance	7781
Tongue necrosis	7782
Tongue neoplasm	7783
Tongue neoplasm malignant stage unspecified	7784
Tongue oedema	7785
Tongue paralysis	7786
Tongue rough	7787
Tongue ulceration	7788
Tonic clonic movements	7789
Tonic convulsion	7790
Tonic posturing	7791
Tonsil cancer	7792
Tonsillar disorder	7793
Tonsillar haemorrhage	7794
Tonsillar hypertrophy	7795
Tonsillar inflammation	7796
Tonsillar ulcer	7797
Tonsillectomy	7798
Tonsillitis	7799
Tonsillitis bacterial	7800
Tooth abscess	7801
Tooth deposit	7802
Tooth discolouration	7803
Tooth disorder	7804
Tooth erosion	7805
Tooth extraction	7806
Tooth fracture	7807
Tooth hypoplasia	7808
Tooth impacted	7809
Tooth infection	7810
Tooth injury	7811
Tooth loss	7812
Tooth malformation	7813
Tooth resorption	7814
Tooth socket haemorrhage	7815
Toothache	7816
Torsade de pointes	7817
Torticollis	7818
Tourette's disorder	7819
Toxic anterior segment syndrome	7820
Toxic cardiomyopathy	7821
Toxic encephalopathy	7822
Toxic epidermal necrolysis	7823
Toxic leukoencephalopathy	7824
Toxic neuropathy	7825
Toxic nodular goitre	7826
Toxic optic neuropathy	7827
Toxic shock syndrome	7828
Toxic shock syndrome staphylococcal	7829
Toxic shock syndrome streptococcal	7830
Toxic skin eruption	7831
Toxicity to various agents	7832
Toxoplasma serology positive	7833
Toxoplasmosis	7834
Trabeculectomy	7835
Trace element deficiency	7836
Tracheal deviation	7837
Tracheal dilatation	7838
Tracheal disorder	7839
Tracheal fistula	7840
Tracheal haemorrhage	7841
Tracheal inflammation	7842
Tracheal injury	7843
Tracheal obstruction	7844
Tracheal oedema	7845
Tracheal operation	7846
Tracheal pain	7847
Tracheal papilloma	7848
Tracheal stenosis	7849
Tracheitis	7850
Tracheo-oesophageal fistula	7851
Tracheo-oesophageal puncture	7852
Tracheobronchitis	7853
Tracheobronchitis mycoplasmal	7854
Tracheomalacia	7855
Tracheostomy	7856
Tracheostomy infection	7857
Tractional retinal detachment	7858
Transaminases increased	7859
Transcatheter aortic valve implantation	7860
Transcranial electrical motor evoked potential monitoring abnormal	7861
Transdifferentiation of neoplasm	7862
Transferrin decreased	7863
Transformation to acute myeloid leukaemia	7864
Transfusion	7865
Transfusion-related acute lung injury	7866
Transfusion-related circulatory overload	7867
Transient global amnesia	7868
Transient ischaemic attack	7869
Transient tachypnoea of the newborn	7870
Transitional cell cancer of the renal pelvis and ureter	7871
Transitional cell carcinoma	7872
Transplant	7873
Transplant abscess	7874
Transplant dysfunction	7875
Transplant evaluation	7876
Transplant failure	7877
Transplant rejection	7878
Transplantation associated food allergy	7879
Transplantation complication	7880
Transposition of the great vessels	7881
Transurethral bladder resection	7882
Transverse sinus thrombosis	7883
Traumatic arthropathy	7884
Traumatic fracture	7885
Traumatic haematoma	7886
Traumatic haemorrhage	7887
Traumatic haemothorax	7888
Traumatic intracranial haematoma	7889
Traumatic intracranial haemorrhage	7890
Traumatic liver injury	7891
Traumatic lung injury	7892
Traumatic ulcer	7893
Treatment failure	7894
Treatment noncompliance	7895
Tremor	7896
Tremor neonatal	7897
Treponema test positive	7898
Tri-iodothyronine decreased	7899
Tri-iodothyronine free decreased	7900
Tri-iodothyronine free increased	7901
Tri-iodothyronine increased	7902
Trichiasis	7903
Trichoglossia	7904
Trichomegaly	7905
Trichophytic granuloma	7906
Trichophytosis	7907
Trichosporon infection	7908
Trichotillomania	7909
Tricuspid valve disease	7910
Tricuspid valve incompetence	7911
Tricuspid valve prolapse	7912
Tricuspid valve stenosis	7913
Tricuspid valve thickening	7914
Trigeminal nerve disorder	7915
Trigeminal nerve paresis	7916
Trigeminal neuralgia	7917
Trigeminal neuritis	7918
Trigeminal palsy	7919
Trigemino-cardiac reflex	7920
Trigger finger	7921
Triple hit lymphoma	7922
Triple negative breast cancer	7923
Trismus	7924
Trisomy 13	7925
Trisomy 18	7926
Trisomy 21	7927
Trisomy 22	7928
Trisomy 8	7929
Tropical spastic paresis	7930
Troponin I increased	7931
Troponin T increased	7932
Troponin increased	7933
Truncus arteriosus persistent	7934
Truncus coeliacus thrombosis	7935
Tryptase increased	7936
Tubal rupture	7937
Tuberculid	7938
Tuberculin test positive	7939
Tuberculoma of central nervous system	7940
Tuberculosis	7941
Tuberculosis bladder	7942
Tuberculosis gastrointestinal	7943
Tuberculosis liver	7944
Tuberculosis of central nervous system	7945
Tuberculosis of eye	7946
Tuberculosis of genitourinary system	7947
Tuberculosis of intrathoracic lymph nodes	7948
Tuberculosis ureter	7949
Tuberculous pleurisy	7950
Tuberous sclerosis complex	7951
Tubo-ovarian abscess	7952
Tubular breast carcinoma	7953
Tubulointerstitial nephritis	7954
Tubulointerstitial nephritis and uveitis syndrome	7955
Tumefactive multiple sclerosis	7956
Tumour associated fever	7957
Tumour cavitation	7958
Tumour compression	7959
Tumour embolism	7960
Tumour excision	7961
Tumour fistulisation	7962
Tumour flare	7963
Tumour haemorrhage	7964
Tumour hyperprogression	7965
Tumour inflammation	7966
Tumour invasion	7967
Tumour lysis syndrome	7968
Tumour marker abnormal	7969
Tumour marker increased	7970
Tumour necrosis	7971
Tumour obstruction	7972
Tumour pain	7973
Tumour perforation	7974
Tumour pseudoprogression	7975
Tumour rupture	7976
Tumour thrombosis	7977
Tumour ulceration	7978
Twin pregnancy	7979
Tympanic membrane disorder	7980
Tympanic membrane perforation	7981
Type 1 diabetes mellitus	7982
Type 2 diabetes mellitus	7983
Type I hypersensitivity	7984
Type IIa hyperlipidaemia	7985
Type IV hyperlipidaemia	7986
Type IV hypersensitivity reaction	7987
Type V hyperlipidaemia	7988
Ulcer	7989
Ulcer haemorrhage	7990
Ulcerative keratitis	7991
Ulna fracture	7992
Ulnar nerve palsy	7993
Ulnar tunnel syndrome	7994
Ulnocarpal abutment syndrome	7995
Ultrasound Doppler abnormal	7996
Ultrasound liver abnormal	7997
Ultrasound scan abnormal	7998
Umbilical cord abnormality	7999
Umbilical cord around neck	8000
Umbilical cord compression	8001
Umbilical cord prolapse	8002
Umbilical cord short	8003
Umbilical cord vascular disorder	8004
Umbilical haematoma	8005
Umbilical hernia	8006
Underdose	8007
Underweight	8008
Undifferentiated sarcoma	8009
Unevaluable event	8010
Unmasking of previously unidentified disease	8011
Unresponsive to stimuli	8012
Unwanted awareness during anaesthesia	8013
Up and down phenomenon	8014
Upper airway obstruction	8015
Upper gastrointestinal haemorrhage	8016
Upper gastrointestinal perforation	8017
Upper limb fracture	8018
Upper respiratory fungal infection	8019
Upper respiratory tract infection	8020
Upper respiratory tract inflammation	8021
Uraemic encephalopathy	8022
Urate nephropathy	8023
Ureteral disorder	8024
Ureteral necrosis	8025
Ureteral neoplasm	8026
Ureteral polyp	8027
Ureteral stent insertion	8028
Ureteric anastomosis complication	8029
Ureteric cancer	8030
Ureteric compression	8031
Ureteric dilatation	8032
Ureteric fistula	8033
Ureteric haemorrhage	8034
Ureteric injury	8035
Ureteric obstruction	8036
Ureteric perforation	8037
Ureteric rupture	8038
Ureteric stenosis	8039
Ureteritis	8040
Ureterolithiasis	8041
Urethral abscess	8042
Urethral cancer	8043
Urethral disorder	8044
Urethral haemorrhage	8045
Urethral injury	8046
Urethral obstruction	8047
Urethral pain	8048
Urethral papilloma	8049
Urethral stenosis	8050
Urethritis	8051
Urge incontinence	8052
Urinary bladder abscess	8053
Urinary bladder adenoma	8054
Urinary bladder atrophy	8055
Urinary bladder haematoma	8056
Urinary bladder haemorrhage	8057
Urinary bladder polyp	8058
Urinary bladder rupture	8059
Urinary bladder sarcoma	8060
Urinary calculus removal	8061
Urinary casts present	8062
Urinary fistula	8063
Urinary hesitation	8064
Urinary incontinence	8065
Urinary occult blood positive	8066
Urinary retention	8067
Urinary retention postoperative	8068
Urinary sediment present	8069
Urinary tract disorder	8070
Urinary tract infection	8071
Urinary tract infection bacterial	8072
Urinary tract infection enterococcal	8073
Urinary tract infection fungal	8074
Urinary tract infection pseudomonal	8075
Urinary tract infection viral	8076
Urinary tract malformation	8077
Urinary tract neoplasm	8078
Urinary tract obstruction	8079
Urinary tract pain	8080
Urine abnormality	8081
Urine analysis abnormal	8082
Urine calcium increased	8083
Urine calcium/creatinine ratio increased	8084
Urine cytology abnormal	8085
Urine flow decreased	8086
Urine ketone body present	8087
Urine odour abnormal	8088
Urine osmolarity decreased	8089
Urine osmolarity increased	8090
Urine output decreased	8091
Urine output increased	8092
Urine phosphorus decreased	8093
Urine phosphorus increased	8094
Urine protein/creatinine ratio increased	8095
Urine sodium increased	8096
Urine transitional cells present	8097
Urine uric acid increased	8098
Urobilinogen urine increased	8099
Urogenital disorder	8100
Urogenital fistula	8101
Urogenital haemorrhage	8102
Urosepsis	8103
Urticaria	8104
Urticaria cholinergic	8105
Urticaria chronic	8106
Urticaria contact	8107
Urticaria papular	8108
Urticarial vasculitis	8109
Use of accessory respiratory muscles	8110
Uterine abscess	8111
Uterine adhesions	8112
Uterine atony	8113
Uterine atrophy	8114
Uterine cancer	8115
Uterine carcinoma in situ	8116
Uterine cervical laceration	8117
Uterine contractions abnormal	8118
Uterine contractions during pregnancy	8119
Uterine dilation and curettage	8120
Uterine disorder	8121
Uterine enlargement	8122
Uterine fistula	8123
Uterine haematoma	8124
Uterine haemorrhage	8125
Uterine hyperstimulation	8126
Uterine hypertonus	8127
Uterine hypotonus	8128
Uterine infection	8129
Uterine inflammation	8130
Uterine injury	8131
Uterine inversion	8132
Uterine leiomyoma	8133
Uterine leiomyosarcoma	8134
Uterine mass	8135
Uterine myoma expulsion	8136
Uterine necrosis	8137
Uterine neoplasm	8138
Uterine operation	8139
Uterine perforation	8140
Uterine polyp	8141
Uterine polypectomy	8142
Uterine prolapse	8143
Uterine rupture	8144
Uterine spasm	8145
Uterine tachysystole	8146
Uveal prolapse	8147
Uveitic glaucoma	8148
Uveitis	8149
Uvulitis	8150
VACTERL syndrome	8151
VIIIth nerve lesion	8152
VIth nerve disorder	8153
VIth nerve paralysis	8154
Vaccination site swelling	8155
Vacuum extractor delivery	8156
Vaginal abscess	8157
Vaginal cuff dehiscence	8158
Vaginal discharge	8159
Vaginal erosion	8160
Vaginal fistula	8161
Vaginal haematoma	8162
Vaginal haemorrhage	8163
Vaginal infection	8164
Vaginal mucosal blistering	8165
Vaginal perforation	8166
Vaginal stricture	8167
Vagus nerve disorder	8168
Vanishing bile duct syndrome	8169
Vanishing twin syndrome	8170
Varicella	8171
Varicella virus test positive	8172
Varicella zoster pneumonia	8173
Varicella zoster virus infection	8174
Varices oesophageal	8175
Varicocele	8176
Varicose vein	8177
Varicose vein operation	8178
Varicose vein ruptured	8179
Vascular access site pseudoaneurysm	8180
Vascular anastomosis aneurysm	8181
Vascular calcification	8182
Vascular catheterisation	8183
Vascular compression	8184
Vascular dementia	8185
Vascular device infection	8186
Vascular device occlusion	8187
Vascular dissection	8188
Vascular encephalopathy	8189
Vascular fragility	8190
Vascular graft	8191
Vascular graft haemorrhage	8192
Vascular graft stenosis	8193
Vascular graft thrombosis	8194
Vascular headache	8195
Vascular injury	8196
Vascular insufficiency	8197
Vascular malformation	8198
Vascular neoplasm	8199
Vascular occlusion	8200
Vascular operation	8201
Vascular pain	8202
Vascular pseudoaneurysm	8203
Vascular pseudoaneurysm ruptured	8204
Vascular purpura	8205
Vascular resistance pulmonary decreased	8206
Vascular resistance pulmonary increased	8207
Vascular resistance systemic decreased	8208
Vascular rupture	8209
Vascular shunt	8210
Vascular skin disorder	8211
Vascular stenosis	8212
Vascular stent occlusion	8213
Vascular stent stenosis	8214
Vascular stent thrombosis	8215
Vascular wall hypertrophy	8216
Vasculitic rash	8217
Vasculitis	8218
Vasculitis necrotising	8219
Vasoconstriction	8220
Vasodilatation	8221
Vasodilation procedure	8222
Vasogenic cerebral oedema	8223
Vasomotor rhinitis	8224
Vasoplegia syndrome	8225
Vasospasm	8226
Veillonella infection	8227
Vein collapse	8228
Vein rupture	8229
Vein wall hypertrophy	8230
Velopharyngeal incompetence	8231
Vena cava embolism	8232
Vena cava filter insertion	8233
Vena cava injury	8234
Vena cava thrombosis	8235
Venomous bite	8236
Venoocclusive disease	8237
Venoocclusive liver disease	8238
Venous haemorrhage	8239
Venous hypertension	8240
Venous injury	8241
Venous occlusion	8242
Venous oxygen saturation decreased	8243
Venous pressure increased	8244
Venous stenosis	8245
Venous thrombosis	8246
Venous thrombosis limb	8247
Ventilation perfusion mismatch	8248
Ventricle rupture	8249
Ventricular arrhythmia	8250
Ventricular drainage	8251
Ventricular dyssynchrony	8252
Ventricular extrasystoles	8253
Ventricular failure	8254
Ventricular fibrillation	8255
Ventricular flutter	8256
Ventricular hypertrophy	8257
Ventricular hypokinesia	8258
Ventricular hypoplasia	8259
Ventricular septal defect	8260
Ventricular tachyarrhythmia	8261
Ventricular tachycardia	8262
Verbal abuse	8263
Vertebral artery aneurysm	8264
Vertebral artery dissection	8265
Vertebral artery hypoplasia	8266
Vertebral artery occlusion	8267
Vertebral artery stenosis	8268
Vertebral artery thrombosis	8269
Vertebral column mass	8270
Vertebral foraminal stenosis	8271
Vertebrobasilar insufficiency	8272
Vertebroplasty	8273
Vertigo	8274
Vertigo CNS origin	8275
Vertigo positional	8276
Vesical fistula	8277
Vesicocutaneous fistula	8278
Vesicoureteric reflux	8279
Vessel perforation	8280
Vessel puncture site cellulitis	8281
Vessel puncture site erythema	8282
Vessel puncture site haematoma	8283
Vessel puncture site haemorrhage	8284
Vessel puncture site hypoaesthesia	8285
Vessel puncture site pain	8286
Vessel puncture site thrombosis	8287
Vestibular disorder	8288
Vestibular neuronitis	8289
Vibrio vulnificus infection	8290
Victim of crime	8291
Victim of homicide	8292
Victim of sexual abuse	8293
Violence-related symptom	8294
Viraemia	8295
Viral diarrhoea	8296
Viral haemorrhagic cystitis	8297
Viral hepatitis carrier	8298
Viral infection	8299
Viral load abnormal	8300
Viral load increased	8301
Viral mutation identified	8302
Viral myelitis	8303
Viral myocarditis	8304
Viral myositis	8305
